# Constructed from biom file
#OTU ID	B1C1a	B1C2a	B1C3a	B1C4a	B1O2b	B1O1b	taxonomy	KEGG_Description
K03496	1608.0	1560.0	1376.0	2199.0	2713.0	2003.0	0.0	chromosome partitioning protein
K02817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PTS system, trehalose-specific IIA component [EC:2.7.1.69]
K02814	1.0	0.0	0.0	0.0	0.0	0.0	0.0	PTS system, sorbose-specific IIC component
K02815	1.0	0.0	0.0	0.0	1.0	1.0	0.0	PTS system, sorbose-specific IID component
K02810	29.0	17.0	26.0	45.0	60.0	54.0	0.0	PTS system, sucrose-specific IIC component
K02548	870.0	721.0	610.0	1183.0	1198.0	947.0	0.0	1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74]; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.-]
K02549	411.0	442.0	419.0	598.0	679.0	474.0	0.0	O-succinylbenzoate synthase [EC:4.2.1.113]
K02818	0.0	1.0	0.0	1.0	1.0	0.0	0.0	PTS system, trehalose-specific IIB component [EC:2.7.1.69]
K02819	5.0	6.0	12.0	18.0	22.0	9.0	0.0	PTS system, trehalose-specific IIC component
K03637	643.0	674.0	601.0	954.0	1081.0	779.0	0.0	molybdenum cofactor biosynthesis protein C
K03636	444.0	453.0	437.0	633.0	828.0	576.0	0.0	molybdopterin synthase sulfur carrier subunit; molybdenum cofactor biosynthesis protein D
K03147	447.0	561.0	533.0	634.0	970.0	676.0	0.0	thiamine biosynthesis protein ThiC
K03146	4.0	5.0	12.0	6.0	5.0	25.0	0.0	thiamine biosynthetic enzyme
K08851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	TP53 regulating kinase [EC:2.7.11.1]
K06518	67.0	38.0	37.0	44.0	110.0	119.0	0.0	holin-like protein
K09729	13.0	13.0	10.0	39.0	27.0	23.0	0.0	hypothetical protein
K06048	470.0	459.0	408.0	836.0	762.0	584.0	0.0	carboxylate-amine ligase [EC:6.3.-.-]
K06045	450.0	624.0	575.0	698.0	1067.0	635.0	0.0	squalene-hopene cyclase [EC:5.4.99.17]
K06044	316.0	423.0	374.0	475.0	686.0	431.0	0.0	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
K09727	2.0	2.0	0.0	3.0	3.0	2.0	0.0	hypothetical protein
K09726	40.0	38.0	14.0	132.0	39.0	30.0	0.0	hypothetical protein
K06041	293.0	393.0	377.0	463.0	645.0	411.0	0.0	arabinose-5-phosphate isomerase [EC:5.3.1.13]
K09720	9.0	10.0	12.0	30.0	22.0	16.0	0.0	hypothetical protein
K09723	2.0	2.0	0.0	4.0	4.0	2.0	0.0	hypothetical protein
K06042	219.0	241.0	234.0	294.0	440.0	337.0	0.0	precorrin-8X methylmutase [EC:5.4.1.2]
K09897	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09896	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09895	2.0	0.0	3.0	4.0	18.0	9.0	0.0	hypothetical protein
K09894	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09893	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09892	1.0	0.0	0.0	0.0	9.0	0.0	0.0	hypothetical protein
K09891	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09890	1.0	0.0	0.0	0.0	8.0	0.0	0.0	alternative ribosome-rescue factor; hypothetical protein
K09899	1.0	0.0	0.0	0.0	8.0	0.0	0.0	hypothetical protein
K09898	1.0	0.0	1.0	1.0	8.0	1.0	0.0	hypothetical protein
K03622	2.0	4.0	3.0	8.0	5.0	6.0	0.0	archaea-specific DNA-binding protein
K07648	1.0	0.0	0.0	0.0	8.0	0.0	0.0	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
K07649	26.0	39.0	46.0	26.0	93.0	48.0	0.0	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
K07398	2.0	2.0	2.0	6.0	4.0	4.0	0.0	conserved protein with predicted RNA binding PUA domain
K07399	236.0	210.0	233.0	328.0	378.0	307.0	0.0	cytochrome c biogenesis protein
K11056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylK protein
K11057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	beta2-toxin
K11054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylI protein
K11055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CylJ protein
K07640	252.0	361.0	302.0	464.0	395.0	247.0	0.0	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
K07393	185.0	189.0	192.0	308.0	407.0	280.0	0.0	putative glutathione S-transferase
K07390	117.0	119.0	99.0	206.0	284.0	152.0	0.0	monothiol glutaredoxin
K07391	662.0	676.0	614.0	963.0	1105.0	838.0	0.0	magnesium chelatase family protein
K07644	150.0	218.0	179.0	262.0	329.0	175.0	0.0	two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
K07645	9.0	16.0	17.0	9.0	55.0	22.0	0.0	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
K07646	758.0	810.0	622.0	1189.0	1101.0	795.0	0.0	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
K07647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]
K10896	2.0	2.0	1.0	6.0	4.0	4.0	0.0	fanconi anemia group M protein [EC:3.6.4.13]; fanconi anemia group M protein [EC:3.6.1.-]; fanconi anemia group M protein
K07024	966.0	837.0	735.0	1270.0	1521.0	1260.0	0.0	None
K07025	1793.0	1795.0	1471.0	2623.0	2536.0	1855.0	0.0	putative hydrolase of the HAD superfamily
K07026	31.0	53.0	30.0	43.0	58.0	26.0	0.0	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]
K07027	1020.0	1051.0	880.0	1456.0	1520.0	1134.0	0.0	None
K07020	237.0	256.0	236.0	405.0	450.0	312.0	0.0	None
K07021	45.0	50.0	46.0	67.0	98.0	55.0	0.0	None
K07022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K07023	158.0	129.0	133.0	159.0	218.0	236.0	0.0	putative hydrolases of HD superfamily
K07028	244.0	218.0	152.0	313.0	305.0	220.0	0.0	None
K07029	1054.0	978.0	925.0	1389.0	1699.0	1304.0	0.0	None
K10094	0.0	2.0	4.0	4.0	13.0	3.0	0.0	nickel transport system substrate-binding protein
K01390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	IgA-specific metalloendopeptidase [EC:3.4.24.13]
K01392	106.0	105.0	102.0	138.0	200.0	127.0	0.0	thimet oligopeptidase [EC:3.4.24.15]
K01399	0.0	0.0	0.0	0.0	1.0	0.0	0.0	pseudolysin [EC:3.4.24.26]
K02673	6.0	3.0	9.0	7.0	18.0	15.0	0.0	type IV pilus assembly protein PilX
K05893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K05897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K05896	634.0	644.0	587.0	930.0	1032.0	783.0	0.0	segregation and condensation protein A
K05895	140.0	157.0	123.0	207.0	268.0	166.0	0.0	precorrin-6X reductase [EC:1.3.1.54]
K05899	8.0	6.0	7.0	8.0	15.0	15.0	0.0	glycine oxidase [EC:1.4.3.19]
K05898	31.0	34.0	42.0	39.0	82.0	53.0	0.0	3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]
K00555	2.0	4.0	2.0	6.0	22.0	4.0	0.0	tRNA (guanine-N2-)-methyltransferase [EC:2.1.1.32]
K00554	663.0	682.0	619.0	963.0	1116.0	834.0	0.0	tRNA (guanine-N1-)-methyltransferase [EC:2.1.1.31]
K00557	3.0	4.0	10.0	14.0	17.0	5.0	0.0	tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]
K00556	182.0	117.0	74.0	177.0	182.0	150.0	0.0	tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]
K00551	90.0	111.0	105.0	104.0	196.0	135.0	0.0	phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]
K00559	6.0	3.0	4.0	3.0	9.0	2.0	0.0	sterol 24-C-methyltransferase [EC:2.1.1.41]
K00558	542.0	595.0	571.0	741.0	1126.0	763.0	0.0	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37]
K01170	2.0	3.0	3.0	6.0	5.0	4.0	0.0	tRNA-intron endonuclease, archaea type [EC:3.1.27.9]; tRNA-intron endonuclease [EC:3.1.27.9]
K01173	4.0	4.0	7.0	2.0	13.0	7.0	0.0	endonuclease [EC:3.1.30.-]; endonuclease G, mitochondrial
K01174	241.0	236.0	177.0	383.0	308.0	239.0	0.0	micrococcal nuclease [EC:3.1.31.1]
K01175	144.0	166.0	168.0	298.0	317.0	165.0	0.0	None
K01176	61.0	56.0	60.0	78.0	174.0	92.0	0.0	alpha-amylase [EC:3.2.1.1]
K01178	167.0	218.0	200.0	267.0	278.0	182.0	0.0	glucoamylase [EC:3.2.1.3]
K01179	1029.0	1002.0	802.0	1568.0	1512.0	1077.0	0.0	endoglucanase [EC:3.2.1.4]
K14578	0.0	11.0	4.0	2.0	8.0	2.0	0.0	naphthalene 1,2-dioxygenase system ferredoxin subunit
K14579	0.0	0.0	2.0	0.0	12.0	0.0	0.0	naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12]
K08951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chlorosome envelope protein H
K08950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chlorosome envelope protein F
K08953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	chlorosome envelope protein J
K03828	26.0	29.0	34.0	24.0	111.0	58.0	0.0	putative acetyltransferase [EC:2.3.1.-]
K03829	24.0	15.0	27.0	26.0	46.0	37.0	0.0	putative acetyltransferase [EC:2.3.1.-]
K03820	443.0	552.0	552.0	661.0	986.0	660.0	0.0	apolipoprotein N-acyltransferase [EC:2.3.1.-]
K03821	260.0	279.0	304.0	447.0	519.0	404.0	0.0	polyhydroxyalkanoate synthase [EC:2.3.1.-]
K03822	4.0	6.0	4.0	16.0	16.0	3.0	0.0	putative long chain acyl-CoA synthase [EC:6.2.1.-]
K03823	362.0	376.0	350.0	529.0	742.0	500.0	0.0	phosphinothricin acetyltransferase [EC:2.3.1.183]
K03824	127.0	90.0	92.0	194.0	190.0	126.0	0.0	putative acetyltransferase [EC:2.3.1.-]
K03825	20.0	17.0	18.0	16.0	62.0	41.0	0.0	putative acetyltransferase [EC:2.3.1.-]
K03826	23.0	4.0	11.0	9.0	38.0	50.0	0.0	putative acetyltransferase [EC:2.3.1.-]
K03827	40.0	34.0	44.0	33.0	93.0	65.0	0.0	putative acetyltransferase [EC:2.3.1.-]
K12248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 0160) [EC:2.4.99.1]
K12246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	poly-alpha-2,8 sialosyl sialyltransferase [EC:2.4.-.-]
K12247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	alpha-2,3 sialyltransferase [EC:2.4.99.-]
K12242	12.0	13.0	11.0	27.0	25.0	18.0	0.0	pyochelin biosynthetic protein PchC
K12243	0.0	0.0	2.0	0.0	0.0	0.0	0.0	AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors
K12240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pyochelin synthetase
K12241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pyochelin biosynthetic protein PchG
K11919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	type VI secretion system lysozyme-related protein
K11918	0.0	1.0	0.0	1.0	1.0	2.0	0.0	type VI secretion system protein
K11913	5.0	5.0	5.0	8.0	8.0	7.0	0.0	type VI secretion system protein
K11912	0.0	0.0	1.0	0.0	1.0	0.0	0.0	serine/threonine-protein kinase PpkA [EC:2.7.11.1]
K11911	1.0	0.0	0.0	0.0	8.0	1.0	0.0	type VI secretion system protein VasL
K11910	6.0	5.0	4.0	8.0	13.0	7.0	0.0	type VI secretion system protein VasJ
K11917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sigma-54 specific transcriptional regulator
K11916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	serine/threonine-protein kinase Stk1 [EC:2.7.11.-]
K11915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]
K11914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sigma-54 dependent transcriptional regulator
K12068	4.0	6.0	10.0	7.0	20.0	7.0	0.0	conjugal transfer pilus assembly protein TraL
K12069	0.0	0.0	0.0	0.0	4.0	0.0	0.0	conjugal transfer pilus assembly protein TraA
K12062	6.0	8.0	11.0	10.0	26.0	10.0	0.0	conjugal transfer pilin signal peptidase TrbI
K12063	6.0	8.0	11.0	10.0	27.0	10.0	0.0	conjugal transfer ATP-binding protein TraC
K12060	6.0	8.0	11.0	10.0	32.0	10.0	0.0	conjugal transfer pilus assembly protein TraU
K12061	6.0	8.0	12.0	10.0	33.0	10.0	0.0	conjugal transfer pilus assembly protein TraW
K12066	4.0	6.0	11.0	8.0	27.0	7.0	0.0	conjugal transfer pilus assembly protein TraK
K12067	3.0	2.0	4.0	4.0	19.0	5.0	0.0	conjugal transfer pilus assembly protein TraE
K12064	6.0	8.0	10.0	9.0	26.0	10.0	0.0	conjugal transfer pilus assembly protein TraV
K12065	6.0	8.0	11.0	10.0	26.0	10.0	0.0	conjugal transfer pilus assembly protein TraB
K07259	974.0	1141.0	1020.0	1728.0	1843.0	1226.0	0.0	D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.99.-]; D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
K07258	699.0	508.0	391.0	954.0	812.0	781.0	0.0	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
K07253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phenylpyruvate tautomerase [EC:5.3.2.1]
K07251	1.0	0.0	0.0	0.0	8.0	0.0	0.0	thiamine kinase [EC:2.7.1.89]
K07250	533.0	616.0	539.0	823.0	936.0	616.0	0.0	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
K07257	7.0	7.0	6.0	13.0	19.0	11.0	0.0	spore coat polysaccharide biosynthesis protein SpsF
K07256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taurine dehydrogenase large subunit [EC:1.4.2.-]
K07255	5.0	5.0	4.0	8.0	6.0	6.0	0.0	taurine dehydrogenase small subunit [EC:1.4.2.-]
K07254	2.0	2.0	1.0	6.0	4.0	4.0	0.0	tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]; hypothetical protein
K05372	1.0	0.0	0.0	0.0	0.0	0.0	0.0	AraC family transcriptional regulator
K05373	1.0	0.0	0.0	0.0	0.0	0.0	0.0	MFS transporter, putative signal transducer
K05370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	phycoerythrobilin:ferredoxin oxidoreductase [EC:1.3.7.3]
K05371	0.0	6.0	3.0	3.0	26.0	3.0	0.0	phycocyanobilin:ferredoxin oxidoreductase [EC:1.3.7.5]
K05374	1.0	0.0	0.0	0.0	0.0	0.0	0.0	yersiniabactin synthetase, thioesterase component
K05375	99.0	104.0	93.0	178.0	247.0	157.0	0.0	MbtH protein
K09970	24.0	33.0	32.0	29.0	62.0	40.0	0.0	general L-amino acid transport system permease protein
K09971	40.0	47.0	52.0	50.0	85.0	63.0	0.0	general L-amino acid transport system permease protein
K09972	38.0	47.0	51.0	52.0	78.0	61.0	0.0	general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]
K09973	33.0	40.0	47.0	53.0	132.0	59.0	0.0	hypothetical protein
K09974	10.0	5.0	10.0	16.0	14.0	14.0	0.0	hypothetical protein
K09975	11.0	14.0	17.0	13.0	30.0	17.0	0.0	hypothetical protein
K09976	2.0	7.0	12.0	18.0	14.0	8.0	0.0	hypothetical protein
K09978	16.0	15.0	19.0	15.0	50.0	19.0	0.0	hypothetical protein
K09979	3.0	0.0	0.0	2.0	8.0	1.0	0.0	hypothetical protein
K11261	190.0	249.0	240.0	341.0	322.0	254.0	0.0	formylmethanofuran dehydrogenase subunit E [EC:1.2.99.5]
K11260	3.0	2.0	0.0	6.0	5.0	3.0	0.0	formylmethanofuran dehydrogenase subunit G [EC:1.2.99.5]
K11263	406.0	354.0	294.0	679.0	502.0	430.0	0.0	acetyl-/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.3.4.14]; acetyl/propionyl carboxylase subunit alpha
K11264	10.0	7.0	8.0	10.0	20.0	16.0	0.0	methylmalonyl-CoA decarboxylase [EC:4.1.1.41]
K10793	7.0	4.0	2.0	8.0	12.0	7.0	0.0	D-proline reductase (dithiol) PrdA [EC:1.21.4.1]
K10796	5.0	2.0	2.0	5.0	11.0	7.0	0.0	D-proline reductase (dithiol) PrdE [EC:1.21.4.1]
K10797	12.0	8.0	3.0	15.0	19.0	20.0	0.0	2-enoate reductase [EC:1.3.1.31]
K10794	13.0	13.0	10.0	12.0	42.0	29.0	0.0	D-proline reductase (dithiol) PrdB [EC:1.21.4.1]
K10795	5.0	2.0	2.0	6.0	11.0	7.0	0.0	D-proline reductase (dithiol) PrdD [EC:1.21.4.1]
K00700	537.0	476.0	459.0	621.0	927.0	719.0	0.0	1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
K00701	0.0	2.0	3.0	1.0	6.0	2.0	0.0	cyclomaltodextrin glucanotransferase [EC:2.4.1.19]
K10798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	poly [ADP-ribose] polymerase [EC:2.4.2.30]
K00703	382.0	438.0	412.0	519.0	761.0	546.0	0.0	starch synthase [EC:2.4.1.21]
K00705	648.0	652.0	581.0	832.0	1049.0	790.0	0.0	4-alpha-glucanotransferase [EC:2.4.1.25]
K09828	0.0	0.0	0.0	0.0	2.0	0.0	0.0	delta24-sterol reductase [EC:1.3.1.72]
K10133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tumor protein p53-inducible protein 3 [EC:1.-.-.-]
K13053	1.0	0.0	2.0	1.0	9.0	0.0	0.0	cell division inhibitor SulA
K03192	47.0	63.0	69.0	57.0	175.0	86.0	0.0	urease accessory protein
K00964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	galactose-1-phosphate uridylyltransferase [EC:2.7.7.10]
K00965	749.0	811.0	641.0	1170.0	1068.0	802.0	0.0	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
K00966	336.0	347.0	348.0	571.0	655.0	524.0	0.0	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
K00960	0.0	0.0	0.0	0.0	1.0	0.0	0.0	DNA-directed RNA polymerase [EC:2.7.7.6]
K00961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA polymerase [EC:2.7.7.7]
K00962	668.0	683.0	617.0	961.0	1115.0	836.0	0.0	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K00963	518.0	568.0	556.0	761.0	994.0	693.0	0.0	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
K00969	667.0	686.0	624.0	964.0	1127.0	841.0	0.0	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
K12681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	pertactin
K02703	2.0	24.0	14.0	12.0	102.0	14.0	0.0	photosystem II P680 reaction center D1 protein; photosystem II PsbA protein
K08364	10.0	7.0	12.0	33.0	29.0	19.0	0.0	periplasmic mercuric ion binding protein
K08365	160.0	119.0	90.0	164.0	190.0	122.0	0.0	MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K02706	1.0	11.0	6.0	6.0	56.0	6.0	0.0	photosystem II P680 reaction center D2 protein; photosystem II PsbD protein
K08363	14.0	7.0	8.0	17.0	31.0	17.0	0.0	mercuric ion transport protein
K08361	1.0	0.0	0.0	0.0	8.0	0.0	0.0	nitrate reductase 2, delta subunit [EC:1.7.99.4]
K02708	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem II PsbF protein; photosystem II cytochrome b559 subunit beta
K02709	0.0	6.0	3.0	3.0	28.0	3.0	0.0	photosystem II PsbH protein
K08368	2.0	4.0	3.0	4.0	4.0	3.0	0.0	MFS transporter, putative metabolite transport protein
K08369	175.0	138.0	79.0	213.0	177.0	129.0	0.0	MFS transporter, putative metabolite:H+ symporter
K01615	14.0	4.0	4.0	2.0	15.0	11.0	0.0	glutaconyl-CoA decarboxylase [EC:4.1.1.70]
K01617	125.0	145.0	188.0	168.0	355.0	232.0	0.0	4-oxalocrotonate decarboxylase [EC:4.1.1.77]
K01616	6.0	9.0	6.0	20.0	18.0	7.0	0.0	2-oxoglutarate decarboxylase [EC:4.1.1.71]
K01611	237.0	221.0	209.0	305.0	395.0	286.0	0.0	S-adenosylmethionine decarboxylase [EC:4.1.1.50]
K01610	225.0	245.0	227.0	281.0	458.0	303.0	0.0	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
K01613	371.0	439.0	434.0	567.0	703.0	555.0	0.0	phosphatidylserine decarboxylase [EC:4.1.1.65]
K01612	1.0	1.0	0.0	2.0	1.0	1.0	0.0	4-hydroxybenzoate decarboxylase [EC:4.1.1.61]
K01619	434.0	487.0	507.0	644.0	912.0	639.0	0.0	deoxyribose-phosphate aldolase [EC:4.1.2.4]
K01618	20.0	25.0	21.0	30.0	56.0	34.0	0.0	None
K02834	670.0	686.0	622.0	965.0	1121.0	842.0	0.0	ribosome-binding factor A
K02835	670.0	685.0	622.0	964.0	1120.0	842.0	0.0	peptide chain release factor RF-1; peptide chain release factor 1
K05281	112.0	78.0	37.0	120.0	67.0	63.0	0.0	2'-hydroxyisoflavone reductase [EC:1.3.1.45]
K03619	8.0	5.0	3.0	6.0	18.0	5.0	0.0	hydrogenase-1 operon protein HyaE
K03618	11.0	9.0	7.0	7.0	34.0	10.0	0.0	hydrogenase-1 operon protein HyaF
K03617	87.0	72.0	61.0	65.0	128.0	113.0	0.0	electron transport complex protein RnfA
K03616	14.0	20.0	24.0	17.0	64.0	29.0	0.0	electron transport complex protein RnfB
K03615	96.0	73.0	64.0	65.0	129.0	129.0	0.0	electron transport complex protein RnfC
K03614	83.0	72.0	61.0	65.0	128.0	111.0	0.0	electron transport complex protein RnfD
K03613	94.0	72.0	61.0	65.0	128.0	119.0	0.0	electron transport complex protein RnfE
K03612	59.0	21.0	32.0	25.0	78.0	93.0	0.0	electron transport complex protein RnfG
K03611	26.0	41.0	52.0	47.0	90.0	50.0	0.0	disulfide bond formation protein DsbB
K03610	103.0	84.0	92.0	124.0	209.0	160.0	0.0	septum site-determining protein MinC
K09705	69.0	55.0	72.0	60.0	141.0	89.0	0.0	hypothetical protein
K09704	135.0	174.0	141.0	221.0	182.0	112.0	0.0	hypothetical protein
K09701	116.0	121.0	129.0	206.0	255.0	180.0	0.0	hypothetical protein
K09700	20.0	20.0	16.0	16.0	61.0	40.0	0.0	hypothetical protein
K09709	30.0	34.0	28.0	27.0	54.0	38.0	0.0	hypothetical protein; mesaconyl-C4 CoA hydratase
K06391	27.0	19.0	19.0	41.0	48.0	45.0	0.0	stage III sporulation protein AB
K06390	48.0	19.0	20.0	43.0	50.0	81.0	0.0	stage III sporulation protein AA
K06393	41.0	19.0	20.0	43.0	50.0	77.0	0.0	stage III sporulation protein AD
K06392	48.0	19.0	19.0	43.0	50.0	80.0	0.0	stage III sporulation protein AC
K06395	22.0	18.0	19.0	40.0	46.0	43.0	0.0	stage III sporulation protein AF
K06394	30.0	19.0	20.0	43.0	50.0	57.0	0.0	stage III sporulation protein AE
K06397	38.0	18.0	18.0	39.0	45.0	59.0	0.0	stage III sporulation protein AH
K06396	48.0	19.0	20.0	43.0	50.0	77.0	0.0	stage III sporulation protein AG
K06399	45.0	20.0	20.0	44.0	52.0	83.0	0.0	stage IV sporulation protein B [EC:3.4.21.116]
K06398	49.0	22.0	26.0	55.0	54.0	85.0	0.0	stage IV sporulation protein A
K06435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	required for translation of spoIIID
K11078	0.0	0.0	0.0	0.0	1.0	0.0	0.0	mannopine transport system permease protein
K11079	36.0	33.0	13.0	122.0	32.0	24.0	0.0	mannopine transport system permease protein
K11074	59.0	59.0	36.0	149.0	95.0	58.0	0.0	putrescine transport system permease protein
K11075	23.0	27.0	25.0	28.0	64.0	35.0	0.0	putrescine transport system permease protein
K11076	23.0	27.0	29.0	29.0	65.0	37.0	0.0	putrescine transport system ATP-binding protein
K11077	0.0	0.0	0.0	0.0	1.0	0.0	0.0	mannopine transport system substrate-binding protein
K11070	247.0	185.0	200.0	333.0	400.0	332.0	0.0	spermidine/putrescine transport system permease protein
K11071	304.0	229.0	241.0	465.0	470.0	408.0	0.0	spermidine/putrescine transport system permease protein
K11072	378.0	313.0	314.0	578.0	599.0	475.0	0.0	spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]
K11073	25.0	32.0	31.0	30.0	66.0	40.0	0.0	putrescine transport system substrate-binding protein
K06935	1.0	1.0	0.0	2.0	0.0	0.0	0.0	None
K06934	134.0	89.0	45.0	158.0	93.0	89.0	0.0	None
K06937	163.0	211.0	213.0	273.0	307.0	218.0	0.0	None
K06936	5.0	6.0	5.0	7.0	20.0	7.0	0.0	None
K06931	0.0	1.0	0.0	2.0	2.0	1.0	0.0	None
K06930	1.0	1.0	0.0	2.0	0.0	0.0	0.0	None
K06933	3.0	2.0	0.0	5.0	5.0	2.0	0.0	None
K06932	4.0	4.0	1.0	10.0	8.0	6.0	0.0	None
K06939	0.0	0.0	0.0	0.0	1.0	0.0	0.0	None
K06938	28.0	34.0	37.0	33.0	82.0	44.0	0.0	None
K13381	0.0	0.0	0.0	0.0	0.0	1.0	0.0	bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17]
K05916	90.0	108.0	92.0	137.0	199.0	119.0	0.0	nitric oxide dioxygenase [EC:1.14.12.17]
K05917	6.0	11.0	7.0	20.0	37.0	11.0	0.0	cytochrome P450, family 51 (sterol 14-demethylase) [EC:1.14.13.70]
K05914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None
K05915	5.0	6.0	4.0	8.0	6.0	7.0	0.0	None
K05912	106.0	74.0	29.0	108.0	68.0	48.0	0.0	None
K05913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2,4'-dihydroxyacetophenone dioxygenase [EC:1.13.11.41]
K05910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NADH peroxidase [EC:1.11.1.1]
K05911	8.0	7.0	5.0	6.0	22.0	4.0	0.0	quinone-reactive Ni/Fe-hydrogenase [EC:1.12.5.1]
K05918	4.0	6.0	4.0	6.0	16.0	2.0	0.0	None
K05919	78.0	77.0	66.0	82.0	115.0	104.0	0.0	superoxide reductase [EC:1.15.1.2]
K00392	37.0	54.0	55.0	55.0	144.0	69.0	0.0	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00390	590.0	662.0	608.0	890.0	1112.0	749.0	0.0	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]
